record_id,Unnamed: 0_data1,Main_data1,Sub_data1,Interval,Replication,Unnamed: 5,Unnamed: 6,Main.1,Sub.1,Intervals,Rep,Unnamed: 11,Stage 3,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Stage 4,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 0_data2,Unnamed: 1,Unnamed: 2,Unnamed: 3,Main_data2,Sub_data2,Unnamed: 8,Treat,Rep.1,Unnamed: 12
130,,I2,S1,2.0,1.0,32.4,,I2,S2,4.0,1.0,39.9,I1,S3,2,1,29.6,I1,S4,10,1,37.5,T6,75.2,74.8,75,I2,S3,76.2,T7,1,76.2
131,,I2,S1,2.0,1.0,32.4,,I2,S2,4.0,1.0,39.9,I1,S3,2,1,29.6,I1,S4,10,1,37.5,T7,76.2,77.1,76.5,I2,S4,75.3,T8,1,75.3
132,,I2,S1,2.0,1.0,32.4,,I2,S2,4.0,1.0,39.9,I1,S3,2,1,29.6,I1,S4,10,1,37.5,T8,75.3,74.4,75.4,I3,S1,72.3,T9,1,72.3
133,,I2,S1,2.0,1.0,32.4,,I2,S2,4.0,1.0,39.9,I1,S3,2,1,29.6,I1,S4,10,1,37.5,T9,72.3,70.6,69.4,I3,S2,70.2,T10,1,70.2
134,,I2,S1,2.0,1.0,32.4,,I2,S2,4.0,1.0,39.9,I1,S3,2,1,29.6,I1,S4,10,1,37.5,T10,70.2,69.9,70.3,I3,S3,67.2,T11,1,67.2
135,,I2,S1,2.0,1.0,32.4,,I2,S2,4.0,1.0,39.9,I1,S3,2,1,29.6,I1,S4,10,1,37.5,T11,67.2,67.3,68.4,I3,S4,68.0,T12,1,68.0
136,,I3,S1,2.0,1.0,34.6,,I3,S2,4.0,1.0,41.8,I2,S3,2,1,31.9,I2,S4,10,1,42.5,,R1,R2,R3,I1,S1,80.9,T1,1,80.9
137,,I3,S1,2.0,1.0,34.6,,I3,S2,4.0,1.0,41.8,I2,S3,2,1,31.9,I2,S4,10,1,42.5,T1,80.9,80.2,80.3,I1,S2,80.4,T2,1,80.4
138,,I3,S1,2.0,1.0,34.6,,I3,S2,4.0,1.0,41.8,I2,S3,2,1,31.9,I2,S4,10,1,42.5,T2,80.4,80,79.6,I1,S3,78.9,T3,1,78.9
139,,I3,S1,2.0,1.0,34.6,,I3,S2,4.0,1.0,41.8,I2,S3,2,1,31.9,I2,S4,10,1,42.5,T3,78.9,79.2,80.7,I1,S4,81.4,T4,1,81.4
140,,I3,S1,2.0,1.0,34.6,,I3,S2,4.0,1.0,41.8,I2,S3,2,1,31.9,I2,S4,10,1,42.5,T4,81.4,82.3,82.5,I2,S1,75.4,T5,1,75.4
141,,I3,S1,2.0,1.0,34.6,,I3,S2,4.0,1.0,41.8,I2,S3,2,1,31.9,I2,S4,10,1,42.5,T5,75.4,76.2,75.5,I2,S2,75.2,T6,1,75.2
142,,I3,S1,2.0,1.0,34.6,,I3,S2,4.0,1.0,41.8,I2,S3,2,1,31.9,I2,S4,10,1,42.5,T6,75.2,74.8,75,I2,S3,76.2,T7,1,76.2
143,,I3,S1,2.0,1.0,34.6,,I3,S2,4.0,1.0,41.8,I2,S3,2,1,31.9,I2,S4,10,1,42.5,T7,76.2,77.1,76.5,I2,S4,75.3,T8,1,75.3
144,,I3,S1,2.0,1.0,34.6,,I3,S2,4.0,1.0,41.8,I2,S3,2,1,31.9,I2,S4,10,1,42.5,T8,75.3,74.4,75.4,I3,S1,72.3,T9,1,72.3
145,,I3,S1,2.0,1.0,34.6,,I3,S2,4.0,1.0,41.8,I2,S3,2,1,31.9,I2,S4,10,1,42.5,T9,72.3,70.6,69.4,I3,S2,70.2,T10,1,70.2
146,,I3,S1,2.0,1.0,34.6,,I3,S2,4.0,1.0,41.8,I2,S3,2,1,31.9,I2,S4,10,1,42.5,T10,70.2,69.9,70.3,I3,S3,67.2,T11,1,67.2
147,,I3,S1,2.0,1.0,34.6,,I3,S2,4.0,1.0,41.8,I2,S3,2,1,31.9,I2,S4,10,1,42.5,T11,67.2,67.3,68.4,I3,S4,68.0,T12,1,68.0
148,,I1,S1,2.0,2.0,31.2,,I1,S2,4.0,2.0,38.7,I3,S3,2,1,32.6,I3,S4,10,1,45.2,T12,68,68.2,67.9,I1,S1,80.2,T13,1,81.4
149,,I1,S1,2.0,2.0,31.2,,I1,S2,4.0,2.0,38.7,I3,S3,2,1,32.6,I3,S4,10,1,45.2,T13,81.4,81,80.4,I1,S2,80.0,T1,2,80.2
150,,I1,S1,2.0,2.0,31.2,,I1,S2,4.0,2.0,38.7,I3,S3,2,1,32.6,I3,S4,10,1,45.2,,,,,I1,S3,79.2,T2,2,80.0
151,,I1,S1,2.0,2.0,31.2,,I1,S2,4.0,2.0,38.7,I3,S3,2,1,32.6,I3,S4,10,1,45.2,,,,,I1,S4,82.3,T3,2,79.2
152,,I1,S1,2.0,2.0,31.2,,I1,S2,4.0,2.0,38.7,I3,S3,2,1,32.6,I3,S4,10,1,45.2,,,,,I2,S1,76.2,T4,2,82.3
153,,I1,S1,2.0,2.0,31.2,,I1,S2,4.0,2.0,38.7,I3,S3,2,1,32.6,I3,S4,10,1,45.2,,,,,I2,S2,74.8,T5,2,76.2
154,,I1,S1,2.0,2.0,31.2,,I1,S2,4.0,2.0,38.7,I3,S3,2,1,32.6,I3,S4,10,1,45.2,,,,,I2,S3,77.1,T6,2,74.8
155,,I1,S1,2.0,2.0,31.2,,I1,S2,4.0,2.0,38.7,I3,S3,2,1,32.6,I3,S4,10,1,45.2,,,,,I2,S4,74.4,T7,2,77.1
156,,I1,S1,2.0,2.0,31.2,,I1,S2,4.0,2.0,38.7,I3,S3,2,1,32.6,I3,S4,10,1,45.2,,,,,I3,S1,70.6,T8,2,74.4
157,,I1,S1,2.0,2.0,31.2,,I1,S2,4.0,2.0,38.7,I3,S3,2,1,32.6,I3,S4,10,1,45.2,,,,,I3,S2,69.9,T9,2,70.6
158,,I1,S1,2.0,2.0,31.2,,I1,S2,4.0,2.0,38.7,I3,S3,2,1,32.6,I3,S4,10,1,45.2,,,,,I3,S3,67.3,T10,2,69.9
159,,I1,S1,2.0,2.0,31.2,,I1,S2,4.0,2.0,38.7,I3,S3,2,1,32.6,I3,S4,10,1,45.2,,,,,I3,S4,68.2,T11,2,67.3
160,,I2,S1,2.0,2.0,33.2,,I2,S2,4.0,2.0,40.2,I1,S3,2,2,31.4,I1,S4,10,2,36.8,T12,68,68.2,67.9,I1,S1,80.2,T13,1,81.4
161,,I2,S1,2.0,2.0,33.2,,I2,S2,4.0,2.0,40.2,I1,S3,2,2,31.4,I1,S4,10,2,36.8,T13,81.4,81,80.4,I1,S2,80.0,T1,2,80.2
162,,I2,S1,2.0,2.0,33.2,,I2,S2,4.0,2.0,40.2,I1,S3,2,2,31.4,I1,S4,10,2,36.8,,,,,I1,S3,79.2,T2,2,80.0
163,,I2,S1,2.0,2.0,33.2,,I2,S2,4.0,2.0,40.2,I1,S3,2,2,31.4,I1,S4,10,2,36.8,,,,,I1,S4,82.3,T3,2,79.2
164,,I2,S1,2.0,2.0,33.2,,I2,S2,4.0,2.0,40.2,I1,S3,2,2,31.4,I1,S4,10,2,36.8,,,,,I2,S1,76.2,T4,2,82.3
165,,I2,S1,2.0,2.0,33.2,,I2,S2,4.0,2.0,40.2,I1,S3,2,2,31.4,I1,S4,10,2,36.8,,,,,I2,S2,74.8,T5,2,76.2
166,,I2,S1,2.0,2.0,33.2,,I2,S2,4.0,2.0,40.2,I1,S3,2,2,31.4,I1,S4,10,2,36.8,,,,,I2,S3,77.1,T6,2,74.8
167,,I2,S1,2.0,2.0,33.2,,I2,S2,4.0,2.0,40.2,I1,S3,2,2,31.4,I1,S4,10,2,36.8,,,,,I2,S4,74.4,T7,2,77.1
168,,I2,S1,2.0,2.0,33.2,,I2,S2,4.0,2.0,40.2,I1,S3,2,2,31.4,I1,S4,10,2,36.8,,,,,I3,S1,70.6,T8,2,74.4
169,,I2,S1,2.0,2.0,33.2,,I2,S2,4.0,2.0,40.2,I1,S3,2,2,31.4,I1,S4,10,2,36.8,,,,,I3,S2,69.9,T9,2,70.6
170,,I2,S1,2.0,2.0,33.2,,I2,S2,4.0,2.0,40.2,I1,S3,2,2,31.4,I1,S4,10,2,36.8,,,,,I3,S3,67.3,T10,2,69.9
171,,I2,S1,2.0,2.0,33.2,,I2,S2,4.0,2.0,40.2,I1,S3,2,2,31.4,I1,S4,10,2,36.8,,,,,I3,S4,68.2,T11,2,67.3
172,,I3,S1,2.0,2.0,35.9,,I3,S2,4.0,2.0,43.2,I2,S3,2,2,32.8,I2,S4,10,2,42.3,T12,68,68.2,67.9,I1,S1,80.2,T13,1,81.4
173,,I3,S1,2.0,2.0,35.9,,I3,S2,4.0,2.0,43.2,I2,S3,2,2,32.8,I2,S4,10,2,42.3,T13,81.4,81,80.4,I1,S2,80.0,T1,2,80.2
174,,I3,S1,2.0,2.0,35.9,,I3,S2,4.0,2.0,43.2,I2,S3,2,2,32.8,I2,S4,10,2,42.3,,,,,I1,S3,79.2,T2,2,80.0
175,,I3,S1,2.0,2.0,35.9,,I3,S2,4.0,2.0,43.2,I2,S3,2,2,32.8,I2,S4,10,2,42.3,,,,,I1,S4,82.3,T3,2,79.2
176,,I3,S1,2.0,2.0,35.9,,I3,S2,4.0,2.0,43.2,I2,S3,2,2,32.8,I2,S4,10,2,42.3,,,,,I2,S1,76.2,T4,2,82.3
177,,I3,S1,2.0,2.0,35.9,,I3,S2,4.0,2.0,43.2,I2,S3,2,2,32.8,I2,S4,10,2,42.3,,,,,I2,S2,74.8,T5,2,76.2
178,,I3,S1,2.0,2.0,35.9,,I3,S2,4.0,2.0,43.2,I2,S3,2,2,32.8,I2,S4,10,2,42.3,,,,,I2,S3,77.1,T6,2,74.8
179,,I3,S1,2.0,2.0,35.9,,I3,S2,4.0,2.0,43.2,I2,S3,2,2,32.8,I2,S4,10,2,42.3,,,,,I2,S4,74.4,T7,2,77.1
180,,I3,S1,2.0,2.0,35.9,,I3,S2,4.0,2.0,43.2,I2,S3,2,2,32.8,I2,S4,10,2,42.3,,,,,I3,S1,70.6,T8,2,74.4
181,,I3,S1,2.0,2.0,35.9,,I3,S2,4.0,2.0,43.2,I2,S3,2,2,32.8,I2,S4,10,2,42.3,,,,,I3,S2,69.9,T9,2,70.6
182,,I3,S1,2.0,2.0,35.9,,I3,S2,4.0,2.0,43.2,I2,S3,2,2,32.8,I2,S4,10,2,42.3,,,,,I3,S3,67.3,T10,2,69.9
183,,I3,S1,2.0,2.0,35.9,,I3,S2,4.0,2.0,43.2,I2,S3,2,2,32.8,I2,S4,10,2,42.3,,,,,I3,S4,68.2,T11,2,67.3
184,,I1,S1,2.0,3.0,32.1,,I1,S2,4.0,3.0,38.6,I3,S3,2,2,34.6,I3,S4,10,2,44.5,,,,,I1,S1,80.3,T12,2,68.2
185,,I1,S1,2.0,3.0,32.1,,I1,S2,4.0,3.0,38.6,I3,S3,2,2,34.6,I3,S4,10,2,44.5,,,,,I1,S2,79.6,T13,2,81.0
186,,I1,S1,2.0,3.0,32.1,,I1,S2,4.0,3.0,38.6,I3,S3,2,2,34.6,I3,S4,10,2,44.5,,,,,I1,S3,80.7,T1,3,80.3
187,,I1,S1,2.0,3.0,32.1,,I1,S2,4.0,3.0,38.6,I3,S3,2,2,34.6,I3,S4,10,2,44.5,,,,,I1,S4,82.5,T2,3,79.6
188,,I1,S1,2.0,3.0,32.1,,I1,S2,4.0,3.0,38.6,I3,S3,2,2,34.6,I3,S4,10,2,44.5,,,,,I2,S1,75.5,T3,3,80.7
189,,I1,S1,2.0,3.0,32.1,,I1,S2,4.0,3.0,38.6,I3,S3,2,2,34.6,I3,S4,10,2,44.5,,,,,I2,S2,75.0,T4,3,82.5
190,,I1,S1,2.0,3.0,32.1,,I1,S2,4.0,3.0,38.6,I3,S3,2,2,34.6,I3,S4,10,2,44.5,,,,,I2,S3,76.5,T5,3,75.5
191,,I1,S1,2.0,3.0,32.1,,I1,S2,4.0,3.0,38.6,I3,S3,2,2,34.6,I3,S4,10,2,44.5,,,,,I2,S4,75.4,T6,3,75.0
192,,I1,S1,2.0,3.0,32.1,,I1,S2,4.0,3.0,38.6,I3,S3,2,2,34.6,I3,S4,10,2,44.5,,,,,I3,S1,69.4,T7,3,76.5
193,,I1,S1,2.0,3.0,32.1,,I1,S2,4.0,3.0,38.6,I3,S3,2,2,34.6,I3,S4,10,2,44.5,,,,,I3,S2,70.3,T8,3,75.4
194,,I1,S1,2.0,3.0,32.1,,I1,S2,4.0,3.0,38.6,I3,S3,2,2,34.6,I3,S4,10,2,44.5,,,,,I3,S3,68.4,T9,3,69.4
195,,I1,S1,2.0,3.0,32.1,,I1,S2,4.0,3.0,38.6,I3,S3,2,2,34.6,I3,S4,10,2,44.5,,,,,I3,S4,67.9,T10,3,70.3
196,,I2,S1,2.0,3.0,33.9,,I2,S2,4.0,3.0,39.8,I1,S3,2,3,31.5,I1,S4,10,3,40.2,,,,,I1,S1,80.3,T12,2,68.2
197,,I2,S1,2.0,3.0,33.9,,I2,S2,4.0,3.0,39.8,I1,S3,2,3,31.5,I1,S4,10,3,40.2,,,,,I1,S2,79.6,T13,2,81.0
198,,I2,S1,2.0,3.0,33.9,,I2,S2,4.0,3.0,39.8,I1,S3,2,3,31.5,I1,S4,10,3,40.2,,,,,I1,S3,80.7,T1,3,80.3
199,,I2,S1,2.0,3.0,33.9,,I2,S2,4.0,3.0,39.8,I1,S3,2,3,31.5,I1,S4,10,3,40.2,,,,,I1,S4,82.5,T2,3,79.6
200,,I2,S1,2.0,3.0,33.9,,I2,S2,4.0,3.0,39.8,I1,S3,2,3,31.5,I1,S4,10,3,40.2,,,,,I2,S1,75.5,T3,3,80.7
201,,I2,S1,2.0,3.0,33.9,,I2,S2,4.0,3.0,39.8,I1,S3,2,3,31.5,I1,S4,10,3,40.2,,,,,I2,S2,75.0,T4,3,82.5
202,,I2,S1,2.0,3.0,33.9,,I2,S2,4.0,3.0,39.8,I1,S3,2,3,31.5,I1,S4,10,3,40.2,,,,,I2,S3,76.5,T5,3,75.5
203,,I2,S1,2.0,3.0,33.9,,I2,S2,4.0,3.0,39.8,I1,S3,2,3,31.5,I1,S4,10,3,40.2,,,,,I2,S4,75.4,T6,3,75.0
204,,I2,S1,2.0,3.0,33.9,,I2,S2,4.0,3.0,39.8,I1,S3,2,3,31.5,I1,S4,10,3,40.2,,,,,I3,S1,69.4,T7,3,76.5
205,,I2,S1,2.0,3.0,33.9,,I2,S2,4.0,3.0,39.8,I1,S3,2,3,31.5,I1,S4,10,3,40.2,,,,,I3,S2,70.3,T8,3,75.4
206,,I2,S1,2.0,3.0,33.9,,I2,S2,4.0,3.0,39.8,I1,S3,2,3,31.5,I1,S4,10,3,40.2,,,,,I3,S3,68.4,T9,3,69.4
207,,I2,S1,2.0,3.0,33.9,,I2,S2,4.0,3.0,39.8,I1,S3,2,3,31.5,I1,S4,10,3,40.2,,,,,I3,S4,67.9,T10,3,70.3
208,,I3,S1,2.0,3.0,35.2,,I3,S2,4.0,3.0,42.6,I2,S3,2,3,32.5,I2,S4,10,3,43.6,,,,,I1,S1,80.3,T12,2,68.2
209,,I3,S1,2.0,3.0,35.2,,I3,S2,4.0,3.0,42.6,I2,S3,2,3,32.5,I2,S4,10,3,43.6,,,,,I1,S2,79.6,T13,2,81.0
210,,I3,S1,2.0,3.0,35.2,,I3,S2,4.0,3.0,42.6,I2,S3,2,3,32.5,I2,S4,10,3,43.6,,,,,I1,S3,80.7,T1,3,80.3
211,,I3,S1,2.0,3.0,35.2,,I3,S2,4.0,3.0,42.6,I2,S3,2,3,32.5,I2,S4,10,3,43.6,,,,,I1,S4,82.5,T2,3,79.6
212,,I3,S1,2.0,3.0,35.2,,I3,S2,4.0,3.0,42.6,I2,S3,2,3,32.5,I2,S4,10,3,43.6,,,,,I2,S1,75.5,T3,3,80.7
213,,I3,S1,2.0,3.0,35.2,,I3,S2,4.0,3.0,42.6,I2,S3,2,3,32.5,I2,S4,10,3,43.6,,,,,I2,S2,75.0,T4,3,82.5
214,,I3,S1,2.0,3.0,35.2,,I3,S2,4.0,3.0,42.6,I2,S3,2,3,32.5,I2,S4,10,3,43.6,,,,,I2,S3,76.5,T5,3,75.5
215,,I3,S1,2.0,3.0,35.2,,I3,S2,4.0,3.0,42.6,I2,S3,2,3,32.5,I2,S4,10,3,43.6,,,,,I2,S4,75.4,T6,3,75.0
216,,I3,S1,2.0,3.0,35.2,,I3,S2,4.0,3.0,42.6,I2,S3,2,3,32.5,I2,S4,10,3,43.6,,,,,I3,S1,69.4,T7,3,76.5
217,,I3,S1,2.0,3.0,35.2,,I3,S2,4.0,3.0,42.6,I2,S3,2,3,32.5,I2,S4,10,3,43.6,,,,,I3,S2,70.3,T8,3,75.4
218,,I3,S1,2.0,3.0,35.2,,I3,S2,4.0,3.0,42.6,I2,S3,2,3,32.5,I2,S4,10,3,43.6,,,,,I3,S3,68.4,T9,3,69.4
219,,I3,S1,2.0,3.0,35.2,,I3,S2,4.0,3.0,42.6,I2,S3,2,3,32.5,I2,S4,10,3,43.6,,,,,I3,S4,67.9,T10,3,70.3
220,,,,,,,,,,,,,I3,S3,2,3,34.9,I3,S4,10,3,45.3,,,,,,,,T11,3,68.4
221,,,,,,,,,,,,,I3,S3,2,3,34.9,I3,S4,10,3,45.3,,,,,,,,T12,3,67.9
222,,,,,,,,,,,,,I3,S3,2,3,34.9,I3,S4,10,3,45.3,,,,,,,,T13,3,80.4
223,,,,,,,,,,,,,I1,S3,3,1,34.3,I1,S4,11,1,27.6,,,,,,,,T11,3,68.4
224,,,,,,,,,,,,,I1,S3,3,1,34.3,I1,S4,11,1,27.6,,,,,,,,T12,3,67.9
225,,,,,,,,,,,,,I1,S3,3,1,34.3,I1,S4,11,1,27.6,,,,,,,,T13,3,80.4
226,,,,,,,,,,,,,I2,S3,3,1,37.3,I2,S4,11,1,28.6,,,,,,,,T11,3,68.4
227,,,,,,,,,,,,,I2,S3,3,1,37.3,I2,S4,11,1,28.6,,,,,,,,T12,3,67.9
228,,,,,,,,,,,,,I2,S3,3,1,37.3,I2,S4,11,1,28.6,,,,,,,,T13,3,80.4
229,,,,,,,,,,,,,I3,S3,3,1,41.3,I3,S4,11,1,30.5,,,,,,,,T11,3,68.4
230,,,,,,,,,,,,,I3,S3,3,1,41.3,I3,S4,11,1,30.5,,,,,,,,T12,3,67.9
231,,,,,,,,,,,,,I3,S3,3,1,41.3,I3,S4,11,1,30.5,,,,,,,,T13,3,80.4
232,,,,,,,,,,,,,I1,S3,3,2,35.6,I1,S4,11,2,26.8,,,,,,,,T11,3,68.4
233,,,,,,,,,,,,,I1,S3,3,2,35.6,I1,S4,11,2,26.8,,,,,,,,T12,3,67.9
234,,,,,,,,,,,,,I1,S3,3,2,35.6,I1,S4,11,2,26.8,,,,,,,,T13,3,80.4
235,,,,,,,,,,,,,I2,S3,3,2,36.6,I2,S4,11,2,29.4,,,,,,,,T11,3,68.4
236,,,,,,,,,,,,,I2,S3,3,2,36.6,I2,S4,11,2,29.4,,,,,,,,T12,3,67.9
237,,,,,,,,,,,,,I2,S3,3,2,36.6,I2,S4,11,2,29.4,,,,,,,,T13,3,80.4
238,,,,,,,,,,,,,I3,S3,3,2,38.6,I3,S4,11,2,30.9,,,,,,,,T11,3,68.4
239,,,,,,,,,,,,,I3,S3,3,2,38.6,I3,S4,11,2,30.9,,,,,,,,T12,3,67.9
240,,,,,,,,,,,,,I3,S3,3,2,38.6,I3,S4,11,2,30.9,,,,,,,,T13,3,80.4
241,,,,,,,,,,,,,I1,S3,3,3,34.9,I1,S4,11,3,26.9,,,,,,,,T11,3,68.4
242,,,,,,,,,,,,,I1,S3,3,3,34.9,I1,S4,11,3,26.9,,,,,,,,T12,3,67.9
243,,,,,,,,,,,,,I1,S3,3,3,34.9,I1,S4,11,3,26.9,,,,,,,,T13,3,80.4
244,,,,,,,,,,,,,I2,S3,3,3,36.4,I2,S4,11,3,28.8,,,,,,,,T11,3,68.4
245,,,,,,,,,,,,,I2,S3,3,3,36.4,I2,S4,11,3,28.8,,,,,,,,T12,3,67.9
246,,,,,,,,,,,,,I2,S3,3,3,36.4,I2,S4,11,3,28.8,,,,,,,,T13,3,80.4
247,,,,,,,,,,,,,I3,S3,3,3,40.1,I3,S4,11,3,30.4,,,,,,,,T11,3,68.4
248,,,,,,,,,,,,,I3,S3,3,3,40.1,I3,S4,11,3,30.4,,,,,,,,T12,3,67.9
249,,,,,,,,,,,,,I3,S3,3,3,40.1,I3,S4,11,3,30.4,,,,,,,,T13,3,80.4
250,,,,,,,,,,,,,I1,S3,4,1,27.2,I1,S4,12,1,28.6,,,,,,,,T11,3,68.4
251,,,,,,,,,,,,,I1,S3,4,1,27.2,I1,S4,12,1,28.6,,,,,,,,T12,3,67.9
252,,,,,,,,,,,,,I1,S3,4,1,27.2,I1,S4,12,1,28.6,,,,,,,,T13,3,80.4
253,,,,,,,,,,,,,I2,S3,4,1,30.5,I2,S4,12,1,31.9,,,,,,,,T11,3,68.4
254,,,,,,,,,,,,,I2,S3,4,1,30.5,I2,S4,12,1,31.9,,,,,,,,T12,3,67.9
255,,,,,,,,,,,,,I2,S3,4,1,30.5,I2,S4,12,1,31.9,,,,,,,,T13,3,80.4
256,,,,,,,,,,,,,I3,S3,4,1,32.8,I3,S4,12,1,33.9,,,,,,,,T11,3,68.4
257,,,,,,,,,,,,,I3,S3,4,1,32.8,I3,S4,12,1,33.9,,,,,,,,T12,3,67.9
258,,,,,,,,,,,,,I3,S3,4,1,32.8,I3,S4,12,1,33.9,,,,,,,,T13,3,80.4
259,,,,,,,,,,,,,I1,S3,4,2,28.2,I1,S4,12,2,29.6,,,,,,,,T11,3,68.4
260,,,,,,,,,,,,,I1,S3,4,2,28.2,I1,S4,12,2,29.6,,,,,,,,T12,3,67.9
261,,,,,,,,,,,,,I1,S3,4,2,28.2,I1,S4,12,2,29.6,,,,,,,,T13,3,80.4
262,,,,,,,,,,,,,I2,S3,4,2,29.0,I2,S4,12,2,34.3,,,,,,,,T11,3,68.4
263,,,,,,,,,,,,,I2,S3,4,2,29.0,I2,S4,12,2,34.3,,,,,,,,T12,3,67.9
264,,,,,,,,,,,,,I2,S3,4,2,29.0,I2,S4,12,2,34.3,,,,,,,,T13,3,80.4
265,,,,,,,,,,,,,I3,S3,4,2,31.2,I3,S4,12,2,36.9,,,,,,,,T11,3,68.4
266,,,,,,,,,,,,,I3,S3,4,2,31.2,I3,S4,12,2,36.9,,,,,,,,T12,3,67.9
267,,,,,,,,,,,,,I3,S3,4,2,31.2,I3,S4,12,2,36.9,,,,,,,,T13,3,80.4
268,,,,,,,,,,,,,I1,S3,4,3,28.2,I1,S4,12,3,30.3,,,,,,,,T11,3,68.4
269,,,,,,,,,,,,,I1,S3,4,3,28.2,I1,S4,12,3,30.3,,,,,,,,T12,3,67.9
270,,,,,,,,,,,,,I1,S3,4,3,28.2,I1,S4,12,3,30.3,,,,,,,,T13,3,80.4
271,,,,,,,,,,,,,I2,S3,4,3,31.2,I2,S4,12,3,33.0,,,,,,,,T11,3,68.4
272,,,,,,,,,,,,,I2,S3,4,3,31.2,I2,S4,12,3,33.0,,,,,,,,T12,3,67.9
273,,,,,,,,,,,,,I2,S3,4,3,31.2,I2,S4,12,3,33.0,,,,,,,,T13,3,80.4
274,,,,,,,,,,,,,I3,S3,4,3,35.6,I3,S4,12,3,36.3,,,,,,,,T11,3,68.4
275,,,,,,,,,,,,,I3,S3,4,3,35.6,I3,S4,12,3,36.3,,,,,,,,T12,3,67.9
276,,,,,,,,,,,,,I3,S3,4,3,35.6,I3,S4,12,3,36.3,,,,,,,,T13,3,80.4
277,,,,,,,,,,,,,I1,S3,5,1,32.6,I1,S4,13,1,30.6,,,,,,,,T11,3,68.4
278,,,,,,,,,,,,,I1,S3,5,1,32.6,I1,S4,13,1,30.6,,,,,,,,T12,3,67.9
279,,,,,,,,,,,,,I1,S3,5,1,32.6,I1,S4,13,1,30.6,,,,,,,,T13,3,80.4
280,,,,,,,,,,,,,I2,S3,5,1,33.9,I2,S4,13,1,32.3,,,,,,,,T11,3,68.4
281,,,,,,,,,,,,,I2,S3,5,1,33.9,I2,S4,13,1,32.3,,,,,,,,T12,3,67.9
282,,,,,,,,,,,,,I2,S3,5,1,33.9,I2,S4,13,1,32.3,,,,,,,,T13,3,80.4
283,,,,,,,,,,,,,I3,S3,5,1,35.6,I3,S4,13,1,34.2,,,,,,,,T11,3,68.4
284,,,,,,,,,,,,,I3,S3,5,1,35.6,I3,S4,13,1,34.2,,,,,,,,T12,3,67.9
285,,,,,,,,,,,,,I3,S3,5,1,35.6,I3,S4,13,1,34.2,,,,,,,,T13,3,80.4
286,,,,,,,,,,,,,I1,S3,5,2,32.4,I1,S4,13,2,30.9,,,,,,,,T11,3,68.4
287,,,,,,,,,,,,,I1,S3,5,2,32.4,I1,S4,13,2,30.9,,,,,,,,T12,3,67.9
288,,,,,,,,,,,,,I1,S3,5,2,32.4,I1,S4,13,2,30.9,,,,,,,,T13,3,80.4
289,,,,,,,,,,,,,I2,S3,5,2,33.9,I2,S4,13,2,33.1,,,,,,,,T11,3,68.4
290,,,,,,,,,,,,,I2,S3,5,2,33.9,I2,S4,13,2,33.1,,,,,,,,T12,3,67.9
291,,,,,,,,,,,,,I2,S3,5,2,33.9,I2,S4,13,2,33.1,,,,,,,,T13,3,80.4
292,,,,,,,,,,,,,I3,S3,5,2,37.1,I3,S4,13,2,35.6,,,,,,,,T11,3,68.4
293,,,,,,,,,,,,,I3,S3,5,2,37.1,I3,S4,13,2,35.6,,,,,,,,T12,3,67.9
294,,,,,,,,,,,,,I3,S3,5,2,37.1,I3,S4,13,2,35.6,,,,,,,,T13,3,80.4
295,,,,,,,,,,,,,I1,S3,5,3,34.6,I1,S4,13,3,31.2,,,,,,,,T11,3,68.4
296,,,,,,,,,,,,,I1,S3,5,3,34.6,I1,S4,13,3,31.2,,,,,,,,T12,3,67.9
297,,,,,,,,,,,,,I1,S3,5,3,34.6,I1,S4,13,3,31.2,,,,,,,,T13,3,80.4
298,,,,,,,,,,,,,I2,S3,5,3,34.9,I2,S4,13,3,34.6,,,,,,,,T11,3,68.4
299,,,,,,,,,,,,,I2,S3,5,3,34.9,I2,S4,13,3,34.6,,,,,,,,T12,3,67.9
300,,,,,,,,,,,,,I2,S3,5,3,34.9,I2,S4,13,3,34.6,,,,,,,,T13,3,80.4
301,,,,,,,,,,,,,I3,S3,5,3,39.2,I3,S4,13,3,36.2,,,,,,,,T11,3,68.4
302,,,,,,,,,,,,,I3,S3,5,3,39.2,I3,S4,13,3,36.2,,,,,,,,T12,3,67.9
303,,,,,,,,,,,,,I3,S3,5,3,39.2,I3,S4,13,3,36.2,,,,,,,,T13,3,80.4
304,,,,,,,,,,,,,I1,S3,6,1,33.5,I1,S4,14,1,28.6,,,,,,,,T11,3,68.4
305,,,,,,,,,,,,,I1,S3,6,1,33.5,I1,S4,14,1,28.6,,,,,,,,T12,3,67.9
306,,,,,,,,,,,,,I1,S3,6,1,33.5,I1,S4,14,1,28.6,,,,,,,,T13,3,80.4
307,,,,,,,,,,,,,I2,S3,6,1,36.3,I2,S4,14,1,29.7,,,,,,,,T11,3,68.4
308,,,,,,,,,,,,,I2,S3,6,1,36.3,I2,S4,14,1,29.7,,,,,,,,T12,3,67.9
309,,,,,,,,,,,,,I2,S3,6,1,36.3,I2,S4,14,1,29.7,,,,,,,,T13,3,80.4
310,,,,,,,,,,,,,I3,S3,6,1,37.8,I3,S4,14,1,30.8,,,,,,,,T11,3,68.4
